EmployeeID,NationalIDNumber,ContactID,LoginID,ManagerID,Title,BirthDate,MaritalStatus,Gender,HireDate,SalariedFlag,VacationHours,SickLeaveHours,CurrentFlag,rowguid,ModifiedDate,HumanResources_EmployeeAddress,HumanResources_EmployeeDepartmentHistory,HumanResources_EmployeePayHistory,HumanResources_JobCandidate,Sales_SalesPerson
221,701156975,1092,adventure-works\sylvester0,108,Production Technician - WC20,13 12 60 00:00,M,M,12 01 00 00:00,0,4,22,-1,{D9C43D08-3882-4E5C-BDF0-F6BD7004CD04},31 07 04 00:00,[Value],[Table],[Table],[Table],[Table]
222,1662732,1151,adventure-works\brian2,51,Production Technician - WC40,23 01 61 00:00,S,M,12 01 00 00:00,0,63,51,-1,{C294F676-CAAF-4924-9730-BC81AE408BE1},31 07 04 00:00,[Value],[Table],[Table],[Table],[Table]
223,407505660,1044,adventure-works\linda2,274,Buyer,31 12 60 00:00,M,F,18 01 00 00:00,0,56,48,-1,{ED06F9F4-2123-4C44-89D7-E43E1E1ABC2F},31 07 04 00:00,[Value],[Table],[Table],[Table],[Table]
224,294148271,1087,adventure-works\betsy0,64,Production Technician - WC10,17 01 57 00:00,S,F,19 01 00 00:00,0,99,69,-1,{EBCDBA1C-6C1D-4D36-90F7-1893755C85E3},31 07 04 00:00,[Value],[Table],[Table],[Table],[Table]
225,552560652,1275,adventure-works\magnus0,218,Facilities Administrative Assistant,27 09 61 00:00,M,M,22 01 00 00:00,0,87,63,-1,{0A4BCC09-ACE5-4481-9067-8B9ED70ECA18},31 07 04 00:00,[Value],[Table],[Table],[Table],[Table]
226,834186596,1216,adventure-works\karan0,18,Production Technician - WC60,07 04 60 00:00,S,M,23 01 00 00:00,0,28,34,-1,{08B1BA74-DD80-4FDA-8327-93268B84977B},31 07 04 00:00,[Value],[Table],[Table],[Table],[Table]
227,717889520,1082,adventure-works\mary1,25,Production Technician - WC10,20 10 76 00:00,M,F,26 01 00 00:00,0,94,67,-1,{6DC9F7D0-5664-4E4A-90F5-7AB85EBB02E6},31 07 04 00:00,[Value],[Table],[Table],[Table],[Table]
228,801365500,1078,adventure-works\kevin2,25,Production Technician - WC10,20 10 76 00:00,S,M,26 01 00 00:00,0,90,65,-1,{8B21E53D-E705-479A-B32E-6E63AC2F4BCD},31 07 04 00:00,[Value],[Table],[Table],[Table],[Table]
229,413787783,1152,adventure-works\mihail0,51,Production Technician - WC40,09 04 61 00:00,S,M,30 01 00 00:00,0,64,52,-1,{03A9BA14-0D5B-4671-B851-2C1721EFBF01},31 07 04 00:00,[Value],[Table],[Table],[Table],[Table]
230,109272464,1077,adventure-works\bonnie0,185,Production Technician - WC10,11 10 76 00:00,M,F,02 02 00 00:00,0,89,64,-1,{E950A52A-DF61-4FEC-9063-545664D65B89},31 07 04 00:00,[Value],[Table],[Table],[Table],[Table]
231,482810518,1045,adventure-works\fukiko0,274,Buyer,25 12 60 00:00,M,M,05 02 00 00:00,0,57,48,-1,{36CD6636-C657-4FC7-9BFA-CC1BFA9102A2},31 07 04 00:00,[Value],[Table],[Table],[Table],[Table]
232,113393530,1088,adventure-works\hung-fu0,108,Production Technician - WC20,23 11 61 00:00,S,M,07 02 00 00:00,0,0,20,-1,{065D8D5F-9504-4FFE-98DC-E69677F19F15},31 07 04 00:00,[Value],[Table],[Table],[Table],[Table]
233,466142721,1040,adventure-works\gordon0,274,Buyer,30 12 56 00:00,M,M,12 02 00 00:00,0,52,46,-1,{2CB2D5C3-C437-49B1-9FFD-FAA096F6126F},31 07 04 00:00,[Value],[Table],[Table],[Table],[Table]
234,390124815,1083,adventure-works\kimberly0,64,Production Technician - WC10,14 10 76 00:00,S,F,13 02 00 00:00,0,95,67,-1,{CE256B6C-1EEE-43ED-9969-7CAC480FF4D7},31 07 04 00:00,[Value],[Table],[Table],[Table],[Table]
235,6298838,1212,adventure-works\kim1,16,Production Technician - WC60,14 01 57 00:00,M,F,17 02 00 00:00,0,24,32,-1,{891C27F4-28CC-44BB-BEA3-DA5EA7FBE957},31 07 04 00:00,[Value],[Table],[Table],[Table],[Table]
236,943170460,1153,adventure-works\sandeep0,51,Production Technician - WC40,03 01 61 00:00,S,M,18 02 00 00:00,0,65,52,-1,{606C21E2-3EC0-48A6-A9FE-6BC8123AC786},31 07 04 00:00,[Value],[Table],[Table],[Table],[Table]
237,339233463,1093,adventure-works\prasanna0,108,Production Technician - WC20,01 06 43 00:00,M,M,23 02 00 00:00,0,5,22,-1,{72ED240A-0FD8-4423-8A49-9078BA6BCF6C},31 07 04 00:00,[Value],[Table],[Table],[Table],[Table]
238,367453993,1046,adventure-works\frank2,274,Buyer,13 06 42 00:00,M,M,24 02 00 00:00,0,58,49,-1,{0423D8D0-1B14-4718-8C17-85E2F98D222F},31 07 04 00:00,[Value],[Table],[Table],[Table],[Table]
239,872923042,1089,adventure-works\min0,108,Production Technician - WC20,11 10 64 00:00,M,M,25 02 00 00:00,0,1,20,-1,{CC75C35D-1566-43FA-B2E9-D1E508EFDCD1},31 07 04 00:00,[Value],[Table],[Table],[Table],[Table]
240,697712387,1148,adventure-works\eric1,51,Production Technician - WC40,08 01 57 00:00,M,M,25 02 00 00:00,0,60,50,-1,{55F62E38-9457-46C8-A824-E46A3117A935},31 07 04 00:00,[Value],[Table],[Table],[Table],[Table]
241,381073001,1042,adventure-works\eric2,274,Buyer,19 10 62 00:00,S,M,28 02 00 00:00,0,54,47,-1,{A28AB377-06F5-417A-A5E2-59F459088699},31 07 04 00:00,[Value],[Table],[Table],[Table],[Table]
242,646304055,1277,adventure-works\pat0,49,Janitor,03 01 61 00:00,S,M,28 02 00 00:00,0,89,64,-1,{49238447-30EE-4009-993F-0B6C756AB436},31 07 04 00:00,[Value],[Table],[Table],[Table],[Table]
243,414476027,1218,adventure-works\maciej0,18,Production Technician - WC60,02 03 45 00:00,S,M,01 03 00 00:00,0,30,35,-1,{3229D93F-6A14-4BAC-ABC5-A91B9ECFB4D3},31 07 04 00:00,[Value],[Table],[Table],[Table],[Table]
244,785853949,1041,adventure-works\erin0,274,Buyer,04 02 61 00:00,S,F,03 03 00 00:00,0,53,46,-1,{B60712A9-50A5-4296-B892-69C4701834B0},31 07 04 00:00,[Value],[Table],[Table],[Table],[Table]
245,90888098,1084,adventure-works\patrick0,64,Production Technician - WC10,11 10 76 00:00,S,M,04 03 00 00:00,0,96,68,-1,{D5FBE9E6-B8C5-484C-B4B8-48059E0EF267},31 07 04 00:00,[Value],[Table],[Table],[Table],[Table]
246,947029962,1154,adventure-works\frank3,51,Production Technician - WC40,03 04 42 00:00,M,M,08 03 00 00:00,0,66,53,-1,{9AF24ACC-EA3E-4EFE-B5E3-4762C496D57C},31 07 04 00:00,[Value],[Table],[Table],[Table],[Table]
247,461786517,1213,adventure-works\ed0,16,Production Technician - WC60,12 10 61 00:00,S,M,08 03 00 00:00,0,25,32,-1,{8EF22FB3-AF37-4B44-8862-D60A7CB09D82},31 07 04 00:00,[Value],[Table],[Table],[Table],[Table]
248,393421437,1079,adventure-works\christopher0,25,Production Technician - WC10,01 11 76 00:00,M,M,11 03 00 00:00,0,91,65,-1,{F71C6055-557B-4660-86FF-8C0FA14B24E6},31 07 04 00:00,[Value],[Table],[Table],[Table],[Table]
249,988315686,1149,adventure-works\patrick1,51,Production Technician - WC40,24 01 64 00:00,M,M,15 03 00 00:00,0,61,50,-1,{296C52AE-169F-4292-975D-C508476DCECF},31 07 04 00:00,[Value],[Table],[Table],[Table],[Table]
250,56772045,1090,adventure-works\krishna0,108,Production Technician - WC20,06 10 61 00:00,S,M,16 03 00 00:00,0,2,21,-1,{42A506A5-0AC0-4148-B702-BB7B804EF98C},31 07 04 00:00,[Value],[Table],[Table],[Table],[Table]
251,879334904,1278,adventure-works\lori1,49,Janitor,31 08 60 00:00,M,F,19 03 00 00:00,0,90,65,-1,{929FE187-EE24-4F5F-AF2A-F96324F09423},31 07 04 00:00,[Value],[Table],[Table],[Table],[Table]
252,82638150,1085,adventure-works\danielle0,64,Production Technician - WC10,08 10 76 00:00,S,F,23 03 00 00:00,0,97,68,-1,{BB886159-1400-4264-B7C9-A3769BEB1274},31 07 04 00:00,[Value],[Table],[Table],[Table],[Table]
253,343861179,1273,adventure-works\sootha0,41,Quality Assurance Technician,05 01 57 00:00,M,M,26 03 00 00:00,0,85,62,-1,{A3DADF19-27F0-460A-9888-CE6CAA9E3583},31 07 04 00:00,[Value],[Table],[Table],[Table],[Table]
254,582347317,1214,adventure-works\michael7,18,Production Technician - WC60,07 10 63 00:00,S,M,26 03 00 00:00,0,26,33,-1,{492B24BD-BDE9-4371-B96E-CCD72264B91F},31 07 04 00:00,[Value],[Table],[Table],[Table],[Table]
255,8066363,1217,adventure-works\randy0,18,Production Technician - WC60,29 05 60 00:00,M,M,26 03 00 00:00,0,29,34,-1,{9A08108D-E039-4862-8F93-55F18017AD72},31 07 04 00:00,[Value],[Table],[Table],[Table],[Table]
256,561196580,1080,adventure-works\john4,25,Production Technician - WC10,29 10 76 00:00,S,M,30 03 00 00:00,0,92,66,-1,{D4CF23D9-21B6-45E4-827C-22890DF0373B},31 07 04 00:00,[Value],[Table],[Table],[Table],[Table]
257,58791499,1150,adventure-works\jack1,51,Production Technician - WC40,30 09 63 00:00,S,M,03 04 00 00:00,0,62,51,-1,{D308D387-F7F3-4B5F-ABDA-FAF5574245CD},31 07 04 00:00,[Value],[Table],[Table],[Table],[Table]
258,163347032,1091,adventure-works\olinda0,108,Production Technician - WC20,05 05 60 00:00,S,F,04 04 00 00:00,0,3,21,-1,{6456CEC3-9B1E-4EBC-9FD8-732B93363F65},31 07 04 00:00,[Value],[Table],[Table],[Table],[Table]
259,28414965,1276,adventure-works\stuart1,49,Janitor,17 01 62 00:00,M,M,05 04 00 00:00,0,88,64,-1,{CC2791E6-7629-49C5-922A-81445AFDF033},31 07 04 00:00,[Value],[Table],[Table],[Table],[Table]
260,153479919,1279,adventure-works\jo1,49,Janitor,25 05 44 00:00,M,F,07 04 00 00:00,0,91,65,-1,{39AF5CCA-9B52-41E5-B510-72901D2578F6},31 07 04 00:00,[Value],[Table],[Table],[Table],[Table]
261,20269531,1043,adventure-works\ben0,274,Buyer,05 07 63 00:00,M,M,09 04 00 00:00,0,55,47,-1,{B9641CAE-765C-4662-B760-C167A1F2B8B5},31 07 04 00:00,[Value],[Table],[Table],[Table],[Table]
262,826454897,1086,adventure-works\tom0,64,Production Technician - WC10,01 11 76 00:00,M,M,10 04 00 00:00,0,98,69,-1,{B3BF7FC5-2014-48CE-B7BB-76124FA8446C},31 07 04 00:00,[Value],[Table],[Table],[Table],[Table]
263,974026903,1007,adventure-works\ovidiu0,3,Senior Tool Designer,18 02 68 00:00,S,M,05 01 01 00:00,0,7,23,-1,{F68C7C19-FAC1-438C-9BB7-AC33FCC341C3},31 07 04 00:00,[Value],[Table],[Table],[Table],[Table]
264,437296311,1038,adventure-works\annette0,274,Purchasing Assistant,01 03 68 00:00,M,F,06 01 01 00:00,0,50,45,-1,{9E03395F-4D5D-4A53-880E-174BD8C1DB59},31 07 04 00:00,[Value],[Table],[Table],[Table],[Table]
265,486228782,1008,adventure-works\janice0,263,Tool Designer,29 06 79 00:00,M,F,23 01 01 00:00,0,8,24,-1,{954B91B6-5AA7-48C2-8685-6E11C6E5C49A},31 07 04 00:00,[Value],[Table],[Table],[Table],[Table]
266,280633567,1039,adventure-works\reinout0,274,Purchasing Assistant,18 02 68 00:00,M,M,25 01 01 00:00,0,51,45,-1,{9825EB00-8E36-4506-93A2-6DDCDC0B13C3},31 07 04 00:00,[Value],[Table],[Table],[Table],[Table]
267,42487730,1003,adventure-works\michael8,3,Senior Design Engineer,17 07 69 00:00,S,M,30 01 01 00:00,-1,3,21,-1,{46286CA4-46DD-4DDB-9128-85B67E98D1A9},31 07 04 00:00,[Value],[Table],[Table],[Table],[Table]
268,502097814,1011,adventure-works\stephen0,273,North American Sales Manager,17 11 41 00:00,M,M,04 02 01 00:00,-1,14,27,-1,{86D5FA9E-4BC0-48C8-91DC-1EC467418D11},31 07 04 00:00,[Value],[Table],[Table],[Table],[Table]
269,323403273,1029,adventure-works\wanida0,6,Marketing Assistant,17 04 65 00:00,M,F,07 02 01 00:00,0,41,40,-1,{43CCA446-DA1C-454C-8530-873AD2923E1B},31 07 04 00:00,[Value],[Table],[Table],[Table],[Table]
270,56920285,1004,adventure-works\sharon0,3,Design Engineer,03 06 51 00:00,M,F,18 02 01 00:00,-1,4,22,-1,{54F2FDC0-87C4-4065-A7A8-9AC8EA624235},31 07 04 00:00,[Value],[Table],[Table],[Table],[Table]
271,222969461,1036,adventure-works\john5,6,Marketing Specialist,06 04 68 00:00,S,M,10 03 01 00:00,0,48,44,-1,{64730415-1F58-4E5B-8FA8-5E4DAEBA53B4},31 07 04 00:00,[Value],[Table],[Table],[Table],[Table]
272,52541318,1031,adventure-works\mary2,6,Marketing Assistant,01 03 68 00:00,S,F,17 03 01 00:00,0,43,41,-1,{1F6DA901-C7F7-48A8-8EEF-D81868D72B52},31 07 04 00:00,[Value],[Table],[Table],[Table],[Table]
273,112432117,1010,adventure-works\brian3,109,Vice President of Sales,08 07 67 00:00,S,M,18 03 01 00:00,-1,10,25,-1,{F3EC557C-8B41-4EE6-BB0C-E3B93AFF81E5},31 07 04 00:00,[Value],[Table],[Table],[Table],[Table]
274,895209680,1037,adventure-works\sheela0,71,Purchasing Manager,13 03 68 00:00,S,F,28 03 01 00:00,-1,49,44,-1,{7D6B0155-0191-4599-8394-378EBDE63C9A},31 07 04 00:00,[Value],[Table],[Table],[Table],[Table]
275,841560125,1026,adventure-works\michael9,268,Sales Representative,26 01 59 00:00,S,M,01 07 01 00:00,-1,38,39,-1,{E19F8DE2-0F40-418C-84A2-DB48B98DC6A2},31 07 04 00:00,[Value],[Table],[Table],[Table],[Table]
276,191644724,1018,adventure-works\linda3,268,Sales Representative,30 03 70 00:00,M,F,01 07 01 00:00,-1,27,33,-1,{4509F387-D73A-43DC-A502-B1C27AA1DC9E},31 07 04 00:00,[Value],[Table],[Table],[Table],[Table]
277,615389812,1016,adventure-works\jillian0,268,Sales Representative,29 09 52 00:00,S,F,01 07 01 00:00,-1,24,32,-1,{A011C97B-081C-4739-996F-C1CAC4532F8D},31 07 04 00:00,[Value],[Table],[Table],[Table],[Table]
278,234474252,1021,adventure-works\garrett1,268,Sales Representative,07 03 65 00:00,M,M,01 07 01 00:00,-1,33,36,-1,{50EECC16-0D0D-43A9-9649-016C06DE8D78},31 07 04 00:00,[Value],[Table],[Table],[Table],[Table]
279,716374314,1019,adventure-works\tsvi0,268,Sales Representative,19 02 64 00:00,M,M,01 07 01 00:00,-1,29,34,-1,{BB510FCE-0105-4306-B591-6450D9EBF401},31 07 04 00:00,[Value],[Table],[Table],[Table],[Table]
280,61161660,1014,adventure-works\pamela0,268,Sales Representative,06 01 65 00:00,S,F,01 07 01 00:00,-1,22,31,-1,{7627B9D6-0707-4706-9AD9-0D37506B08AE},31 07 04 00:00,[Value],[Table],[Table],[Table],[Table]
281,139397894,1017,adventure-works\shu0,268,Sales Representative,10 04 58 00:00,M,M,01 07 01 00:00,-1,26,33,-1,{4103C891-37E8-4DFC-AEAC-B55E2BC1BE1C},31 07 04 00:00,[Value],[Table],[Table],[Table],[Table]
282,399771412,1020,adventure-works\josé1,268,Sales Representative,11 01 54 00:00,M,M,01 07 01 00:00,-1,31,35,-1,{FD3992FB-3067-451D-A09D-73BD53C0FECA},31 07 04 00:00,[Value],[Table],[Table],[Table],[Table]
283,987554265,1015,adventure-works\david8,268,Sales Representative,14 03 64 00:00,S,M,01 07 01 00:00,-1,23,31,-1,{1E8F9E91-508F-4D49-ACD2-775C836030ED},31 07 04 00:00,[Value],[Table],[Table],[Table],[Table]
284,982310417,1013,adventure-works\amy0,273,European Sales Manager,22 10 47 00:00,M,F,18 05 02 00:00,-1,21,30,-1,{66D66445-EE78-4676-9E66-0E22D6109A92},31 07 04 00:00,[Value],[Table],[Table],[Table],[Table]
285,668991357,1025,adventure-works\jae0,284,Sales Representative,18 04 58 00:00,M,F,01 07 02 00:00,-1,37,38,-1,{723A5921-D8A1-4659-9BC4-13C4CF7C9C91},31 07 04 00:00,[Value],[Table],[Table],[Table],[Table]
286,134219713,1022,adventure-works\ranjit0,284,Sales Representative,31 10 65 00:00,S,M,01 07 02 00:00,-1,34,37,-1,{604213F9-DD0F-43B4-BDD2-C96E93D3F4BF},31 07 04 00:00,[Value],[Table],[Table],[Table],[Table]
287,90836195,1027,adventure-works\tete0,268,Sales Representative,06 02 68 00:00,M,M,01 11 02 00:00,-1,39,39,-1,{0C67CE00-DE78-4712-908F-06939A2C58D5},31 07 04 00:00,[Value],[Table],[Table],[Table],[Table]
288,481044938,1012,adventure-works\syed0,273,Pacific Sales Manager,11 02 65 00:00,M,M,15 04 03 00:00,-1,20,30,-1,{86F292DB-B73C-429D-9912-800994D809FB},31 07 04 00:00,[Value],[Table],[Table],[Table],[Table]
289,954276278,1023,adventure-works\rachel0,284,Sales Representative,09 08 65 00:00,S,F,01 07 03 00:00,-1,35,37,-1,{B9BF7741-E0CA-4F37-ACDE-A4F78C6D03E9},31 07 04 00:00,[Value],[Table],[Table],[Table],[Table]
290,758596752,1024,adventure-works\lynn0,288,Sales Representative,18 04 61 00:00,S,F,01 07 03 00:00,-1,36,38,-1,{4A9A8407-A680-4A6B-8D03-511CB58F9A8A},31 07 04 00:00,[Value],[Table],[Table],[Table],[Table]
